Customer_ID,First_Name,Last_Name,DOB,Age,Gender,Phone_Number,Street_Address,City,State,Zip,Latitude,Longitude
CUST-033,Argelia,Ingram,1972-04-03,51,F,576-936-2258,3069 20th Street,Centennial,CO,80920,39.579,-104.877
CUST-067,Jess,Decker,1945-08-31,78,F,838-143-6058,4190 54th Ave,Colorado Springs,CO,80173,38.834,-104.821
CUST-469,Petrina,Wilcox,1959-05-17,64,F,205-195-9990,5113 92nd Ave,Westminster,CO,80920,39.837,-105.037
CUST-226,Anya,Oneal,1996-08-22,27,F,224-462-4469,492 12th Street,Colorado Springs,CO,80900,38.834,-104.821
CUST-146,Mable,Dons,1943-06-15,80,M,309-720-0788,9260 92nd Ave,Greeley,CO,80173,40.423,-104.709
CUST-237,Dominic,Mooney,1957-06-12,66,F,252-106-1842,8095 Cedar Rd,Lakewood,CO,80729,39.705,-105.081
CUST-029,Arnold,Keith,1979-01-04,44,M,454-042-8192,3124 92nd Ave,Pueblo,CO,80000,38.254,-104.609
CUST-421,Arnoldo,Stark,1996-04-07,27,M,945-225-9545,9839 Lincoln Rd,Arvada,CO,80300,39.803,-105.087
CUST-196,Nathanael,Valenzuela,1970-08-14,53,M,627-062-1350,5868 Lincoln Rd,Boulder,CO,80729,40.015,-105.271
CUST-496,Danilo,Barrera,1980-01-31,43,M,735-284-2774,7760 20th Street,Boulder,CO,80134,40.015,-105.271
CUST-042,Alberto,van Steenis,2005-07-31,18,M,553-684-7421,8529 14th Ave,Westminster,CO,80900,39.837,-105.037
CUST-181,Seth,Dudley,1943-05-15,80,M,537-440-2649,2798 54th Ave,Fort Collins,CO,80134,40.585,-105.084
CUST-283,Mittie,Otten,2000-03-06,23,F,419-232-2407,817 Lincoln Rd,Greeley,CO,80729,40.423,-104.709
CUST-192,Trena,Sargent,2004-10-25,19,M,320-391-5799,8679 Platte Street,Fort Collins,CO,80920,40.585,-105.084
CUST-268,Rico,Dickie,1943-06-19,80,F,366-013-2359,2115 19th Street,Denver,CO,80173,39.739,-104.985
CUST-096,Brendan,Le,1980-08-28,43,M,985-726-6573,2608 Cedar Rd,Thornton,CO,80729,39.868,-104.972
CUST-234,Charmain,Davidson,1969-02-01,54,F,243-859-2462,651 Lincoln Rd,Boulder,CO,80000,40.015,-105.271
CUST-339,Barrett,Spencer,1948-07-31,75,M,622-654-3049,8395 14th Ave,Pueblo,CO,80900,38.254,-104.609
CUST-013,Noe,Hack,1966-01-31,57,M,743-211-1895,8566 Oak Ave,Arvada,CO,80134,39.803,-105.087
CUST-173,Dalton,Macdonald,1973-07-14,50,M,841-653-8725,2761 Cedar Rd,Boulder,CO,80300,40.015,-105.271
CUST-054,Reynaldo,Collins,1947-04-20,76,M,829-461-2061,6224 Cedar Rd,Denver,CO,80900,39.739,-104.985
CUST-490,Elmer,Rudlin,2001-12-28,22,M,888-646-1709,7877 92nd Ave,Westminster,CO,80173,39.837,-105.037
CUST-306,Keneth,Groeneveld,1991-05-27,32,F,504-702-0440,1448 54th Ave,Pueblo,CO,80900,38.254,-104.609
CUST-358,Jeromy,Melton,1979-10-26,44,M,682-626-4381,789 12th Street,Fort Collins,CO,80173,40.585,-105.084
CUST-377,Gladys,Rivera,1998-05-21,25,F,769-488-1506,7763 12th Street,Denver,CO,80173,39.739,-104.985
CUST-350,Jeromy,Dotson,2004-04-20,19,M,658-815-8655,1278 Jason Rd,Aurora,CO,80134,39.729,-104.832
CUST-147,Annabel,Simon,1955-02-16,68,F,712-879-3520,9300 Speer Blvd,Centennial,CO,80173,39.579,-104.877
CUST-171,Agatha,Huynh,1966-03-25,57,M,980-787-6588,2826 Lincoln Rd,Boulder,CO,80134,40.015,-105.271
CUST-466,Carmine,Davenport,1957-02-19,66,F,449-960-0913,6109 19th Street,Westminster,CO,80920,39.837,-105.037
CUST-310,Odis,Grootendorst,1998-08-02,25,M,516-405-5158,805 12th Street,Denver,CO,80900,39.739,-104.985
CUST-482,Felisha,Cornelisz,1973-11-21,50,F,333-644-2479,4373 Cedar Rd,Aurora,CO,80729,39.729,-104.832
CUST-285,Gustavo,Zimmerman,1975-05-20,48,M,427-397-3315,2231 20th Street,Colorado Springs,CO,80173,38.834,-104.821
CUST-329,Annabell,Zielschot,1998-02-07,25,F,581-577-6655,3458 12th Street,Aurora,CO,80000,39.729,-104.832
CUST-464,Gaylord,Ross,1944-01-30,79,F,487-851-1279,7754 Platte Street,Greeley,CO,80173,40.423,-104.709
CUST-467,Darrell,Terry,1965-09-20,58,F,315-491-4403,2338 54th Ave,Centennial,CO,80000,39.579,-104.877
CUST-083,Rita,Kam,2003-08-01,20,M,317-449-6314,5735 Hollywood Blvd,Centennial,CO,80134,39.579,-104.877
CUST-228,Marilu,Beach,1978-10-22,45,F,230-063-2941,6967 54th Ave,Aurora,CO,80729,39.729,-104.832
CUST-471,Sonia,Eijben,1991-09-18,32,F,538-726-0739,9560 Jason Rd,Pueblo,CO,80173,38.254,-104.609
CUST-253,Vanesa,Carrillo,1966-06-24,57,M,327-224-1120,1299 Jason Rd,Thornton,CO,80729,39.868,-104.972
CUST-038,Ike,Wynn,1947-12-24,76,M,501-278-3174,4875 19th Street,Greeley,CO,80300,40.423,-104.709
CUST-107,Gaylord,Hawkins,1999-09-12,24,F,211-966-8892,3769 19th Street,Greeley,CO,80000,40.423,-104.709
CUST-281,Bobbie,Paal,1967-12-03,56,F,415-361-7894,7306 Main St,Greeley,CO,80920,40.423,-104.709
CUST-402,Curtis,Lapperre,1984-06-27,39,M,867-272-6759,2104 14th Ave,Centennial,CO,80000,39.579,-104.877
CUST-222,Estrella,Greene,1949-01-28,74,M,210-078-9941,8227 Lincoln Rd,Colorado Springs,CO,80900,38.834,-104.821
CUST-168,Galen,Rowe,1952-06-03,71,M,948-598-0497,372 Jason Rd,Colorado Springs,CO,80173,38.834,-104.821
CUST-085,Vallie,Buckner,1948-04-24,75,F,415-337-3619,6333 Oak Ave,Greeley,CO,80729,40.423,-104.709
CUST-347,Bernard,Spithout,1991-01-11,32,F,645-092-7000,6955 Platte Street,Greeley,CO,80729,40.423,-104.709
CUST-093,Mack,Mccullough,1986-10-18,37,M,465-490-8386,4913 Speer Blvd,Thornton,CO,80729,39.868,-104.972
CUST-364,Chung,Heukels,1981-07-15,42,F,706-346-6745,7388 Lincoln Rd,Boulder,CO,80920,40.015,-105.271
CUST-016,Waylon,Lelyveld,1997-10-29,26,M,733-499-1380,9326 20th Street,Colorado Springs,CO,80900,38.834,-104.821
CUST-116,Jame,Martin,1978-01-03,45,M,685-005-5618,4724 20th Street,Denver,CO,80900,39.739,-104.985
CUST-148,Shari,Krause,1987-07-06,36,M,729-900-3600,2508 20th Street,Denver,CO,80173,39.739,-104.985
CUST-077,Lyndia,Woodard,2002-08-02,21,M,368-095-0605,9048 92nd Ave,Pueblo,CO,80729,38.254,-104.609
CUST-114,Lyndon,Dekker,1998-10-24,25,M,748-778-6505,6920 Jason Rd,Fort Collins,CO,80134,40.585,-105.084
CUST-256,Yvonne,Le,1957-12-25,66,F,334-691-4893,6772 Hollywood Blvd,Westminster,CO,80900,39.837,-105.037
CUST-311,Arlie,Moreno,1944-04-26,79,M,517-128-3880,7352 Oak Ave,Boulder,CO,80134,40.015,-105.271
CUST-376,Britta,Kues,1943-11-07,80,M,754-953-7361,1880 20th Street,Aurora,CO,80134,39.729,-104.832
CUST-414,Ruthann,Griffin,1998-10-02,25,M,910-131-1221,1787 Cedar Rd,Centennial,CO,80134,39.579,-104.877
CUST-120,Fumiko,Mcdowell,1988-11-24,35,F,976-770-1908,7729 Jason Rd,Denver,CO,80134,39.739,-104.985
CUST-189,Gabriele,Mees,1953-03-14,70,F,435-397-5528,9758 Oak Ave,Greeley,CO,80173,40.423,-104.709
CUST-257,Alethia,Keiman,1983-05-31,40,F,334-767-3941,5589 Hollywood Blvd,Fort Collins,CO,80300,40.585,-105.084
CUST-449,Troy,Holden,1947-03-19,76,F,689-265-0925,570 Oak Ave,Colorado Springs,CO,80300,38.834,-104.821
CUST-009,Manie,Powell,1953-12-31,70,F,240-660-5514,8157 Jason Rd,Pueblo,CO,80134,38.254,-104.609
CUST-088,Sharla,Mchoul,1950-11-30,73,F,768-192-6009,3571 Speer Blvd,Colorado Springs,CO,80900,38.834,-104.821
CUST-203,Gracie,Roberts,1976-08-26,47,M,373-423-1796,7457 92nd Ave,Denver,CO,80173,39.739,-104.985
CUST-018,Vance,Galvan,1943-01-10,80,M,918-542-5474,7816 Cedar Rd,Denver,CO,80300,39.739,-104.985
CUST-144,Freda,Estrada,1956-03-05,67,M,305-586-8010,8539 54th Ave,Denver,CO,80173,39.739,-104.985
CUST-324,Cristina,Boudewijn,1972-07-22,51,F,567-335-4491,4583 Oak Ave,Thornton,CO,80900,39.868,-104.972
CUST-365,Marcelino,Cox,1956-09-02,67,M,728-680-7406,8889 Oak Ave,Lakewood,CO,80134,39.705,-105.081
CUST-252,Horacio,Novak,1999-02-25,24,F,327-129-7286,7731 12th Street,Fort Collins,CO,80000,40.585,-105.084
CUST-294,Ernesto,Willems,1995-08-09,28,M,455-317-1002,1307 54th Ave,Boulder,CO,80134,40.015,-105.271
CUST-225,Jack,Bridges,1984-02-05,39,F,223-292-5371,2905 14th Ave,Greeley,CO,80729,40.423,-104.709
CUST-251,Lorrie,Oconnor,1948-11-06,75,F,313-004-8198,7761 Hollywood Blvd,Lakewood,CO,80920,39.705,-105.081
CUST-462,Marion,Burks,1948-08-19,75,F,583-190-2968,4539 12th Street,Pueblo,CO,80173,38.254,-104.609
CUST-296,Jacquelyne,Chayah,1953-05-08,70,M,459-085-7969,1010 Platte Street,Aurora,CO,80920,39.729,-104.832
CUST-109,Beverlee,Faulkner,1990-01-22,33,M,271-369-9151,1230 92nd Ave,Aurora,CO,80920,39.729,-104.832
CUST-288,Troy,Stark,1968-06-04,55,F,428-616-4349,3211 Jason Rd,Boulder,CO,80920,40.015,-105.271
CUST-333,Rochell,Schuling,1991-02-07,32,F,609-880-5687,9221 20th Street,Centennial,CO,80300,39.579,-104.877
CUST-370,Phebe,Buitenweg,1955-10-18,68,F,741-863-4792,4358 Jason Rd,Thornton,CO,80300,39.868,-104.972
CUST-470,Aaron,Hood,1999-08-15,24,F,575-847-2501,8251 54th Ave,Denver,CO,80000,39.739,-104.985
CUST-059,Clarinda,Vonck,1949-04-13,74,F,930-754-7604,4715 Main St,Arvada,CO,80134,39.803,-105.087
CUST-201,Adolfo,Roeder,1987-09-12,36,F,650-832-6207,7635 92nd Ave,Pueblo,CO,80000,38.254,-104.609
CUST-047,Rudolf,Hendrickx,1992-07-15,31,M,665-109-3138,9271 19th Street,Lakewood,CO,80173,39.705,-105.081
CUST-295,Florentina,Pacheco,2005-04-01,18,F,455-870-0555,8441 Speer Blvd,Colorado Springs,CO,80134,38.834,-104.821
CUST-454,Darrell,Koedam,1996-10-15,27,F,938-888-6812,6184 Main St,Fort Collins,CO,80729,40.585,-105.084
CUST-140,Cary,Swart,1984-06-20,39,M,260-940-6079,6779 Lincoln Rd,Denver,CO,80000,39.739,-104.985
CUST-274,Preston,Powers,1959-06-21,64,M,388-515-9633,9691 Platte Street,Thornton,CO,80000,39.868,-104.972
CUST-425,Katia,Mooij,1949-08-02,74,M,961-458-0797,1809 Hollywood Blvd,Denver,CO,80900,39.739,-104.985
CUST-124,Carlyn,Cornelisgroeneveld,1946-02-23,77,M,343-885-0817,3049 14th Ave,Fort Collins,CO,80134,40.585,-105.084
CUST-003,Cindi,Quinn,2004-06-30,19,F,990-848-0132,4761 54th Ave,Fort Collins,CO,80173,40.585,-105.084
CUST-242,Connie,Cordova,1982-04-30,41,M,267-510-5292,384 92nd Ave,Boulder,CO,80900,40.015,-105.271
CUST-432,David,Thomson,1997-07-27,26,M,977-756-6628,4006 Jason Rd,Boulder,CO,80173,40.015,-105.271
CUST-381,Ted,Coffey,1979-02-04,44,F,777-349-3564,2265 Lincoln Rd,Centennial,CO,80000,39.579,-104.877
CUST-134,Travis,Bautista,1990-12-30,33,M,278-482-3582,9174 Platte Street,Aurora,CO,80000,39.729,-104.832
CUST-027,Ilse,van Wankom,1978-06-19,45,F,230-156-5701,4776 20th Street,Fort Collins,CO,80134,40.585,-105.084
CUST-060,Kittie,Muijs,1984-07-17,39,M,261-390-1990,7377 92nd Ave,Centennial,CO,80900,39.579,-104.877
CUST-098,Carita,Poelgeest,1949-08-31,74,M,506-763-0619,5544 14th Ave,Thornton,CO,80729,39.868,-104.972
CUST-403,Wilford,Hijberts,1996-09-11,27,F,867-572-9757,8634 Cedar Rd,Arvada,CO,80729,39.803,-105.087
CUST-418,Fredrick,Laponder,1978-11-10,45,M,926-287-7003,5628 Speer Blvd,Thornton,CO,80920,39.868,-104.972
CUST-447,Lynna,Zhang,1987-06-22,36,F,460-547-7455,6431 Hollywood Blvd,Pueblo,CO,80134,38.254,-104.609
CUST-071,Ruthanne,Harvey,1998-12-06,25,M,885-447-5574,5409 12th Street,Centennial,CO,80134,39.579,-104.877
CUST-151,Gonzalo,Porter,1968-02-06,55,F,604-371-1861,6910 Jason Rd,Westminster,CO,80900,39.837,-105.037
CUST-455,Jeanelle,Mcknight,2005-11-08,18,F,459-012-8359,4645 Cedar Rd,Greeley,CO,80134,40.423,-104.709
CUST-022,Leonardo,Deutschmann,1970-06-10,53,M,859-881-4163,151 54th Ave,Arvada,CO,80729,39.803,-105.087
CUST-305,Sammie,Duncan,1983-07-06,40,F,489-562-4620,7111 92nd Ave,Boulder,CO,80300,40.015,-105.271
CUST-487,Isis,Hensley,1997-01-15,26,M,715-120-4316,3955 Oak Ave,Pueblo,CO,80134,38.254,-104.609
CUST-152,Nickole,Ouwelandt,1995-09-27,28,M,623-181-4062,3727 54th Ave,Colorado Springs,CO,80300,38.834,-104.821
CUST-049,Dustin,Herder,1975-07-24,48,M,448-380-2751,988 Jason Rd,Lakewood,CO,80173,39.705,-105.081
CUST-121,Quinton,Rasmussen,1970-08-21,53,F,509-396-8147,786 Hollywood Blvd,Centennial,CO,80920,39.579,-104.877
CUST-031,Dylan,Renes,1961-08-24,62,M,508-947-6946,3949 Oak Ave,Greeley,CO,80173,40.423,-104.709
CUST-337,Stanley,Avila,1948-03-12,75,M,621-196-7806,9271 92nd Ave,Centennial,CO,80300,39.579,-104.877
CUST-217,Jarrett,Santiago,1976-10-15,47,F,302-433-8044,1789 Cedar Rd,Aurora,CO,80729,39.729,-104.832
CUST-055,Francina,Lelyveld,1955-10-27,68,F,462-915-8927,1347 Oak Ave,Centennial,CO,80920,39.579,-104.877
CUST-223,Milda,Todd,1957-01-09,66,M,213-776-0482,9391 20th Street,Pueblo,CO,80920,38.254,-104.609
CUST-094,Bo,Lorentz,1968-09-19,55,M,627-064-5747,1397 Speer Blvd,Boulder,CO,80300,40.015,-105.271
CUST-357,Tressie,Wooten,2003-09-20,20,M,682-367-7825,8912 Cedar Rd,Fort Collins,CO,80900,40.585,-105.084
CUST-428,Meghan,Renville,1972-08-02,51,F,968-378-1442,9498 Platte Street,Aurora,CO,80000,39.729,-104.832
CUST-426,Fidel,Christian,1981-05-15,42,M,964-154-2815,8062 92nd Ave,Fort Collins,CO,80729,40.585,-105.084
CUST-092,Shonna,Burton,1951-01-09,72,F,755-761-1537,3696 20th Street,Pueblo,CO,80900,38.254,-104.609
CUST-430,Martin,Werner,1947-03-31,76,F,970-739-4323,3301 12th Street,Aurora,CO,80920,39.729,-104.832
CUST-255,Tad,Estrada,1970-09-14,53,F,330-662-5686,1726 Jason Rd,Arvada,CO,80729,39.803,-105.087
CUST-030,Leilani,Underwood,1950-12-31,73,F,231-253-5449,2132 12th Street,Boulder,CO,80920,40.015,-105.271
CUST-138,Roxanne,Ledeboer,1999-04-25,24,F,787-434-1735,5717 54th Ave,Colorado Springs,CO,80300,38.834,-104.821
CUST-343,Wilfred,Greer,1964-01-15,59,M,636-779-0065,4243 Oak Ave,Aurora,CO,80000,39.729,-104.832
CUST-292,Nida,Whitfield,1966-05-09,57,F,453-051-3708,8294 Platte Street,Centennial,CO,80134,39.579,-104.877
CUST-034,Joleen,Casey,1967-09-10,56,F,304-843-5675,473 Platte Street,Denver,CO,80173,39.739,-104.985
CUST-416,Emmitt,Marsdag,1945-09-30,78,M,919-093-3104,9293 12th Street,Aurora,CO,80000,39.729,-104.832
CUST-212,Jacklyn,Colpa,1982-08-15,41,M,343-423-8523,1 20th Street,Westminster,CO,80300,39.837,-105.037
CUST-194,Mike,Baxter,1945-02-17,78,F,258-101-8797,4046 Hollywood Blvd,Lakewood,CO,80000,39.705,-105.081
CUST-041,Sammie,Neil,2004-09-03,19,M,628-415-1749,6790 12th Street,Fort Collins,CO,80300,40.585,-105.084
CUST-499,Owen,Daniel,1943-01-20,80,M,780-796-5086,8275 Jason Rd,Aurora,CO,80134,39.729,-104.832
CUST-287,Yolando,House,1962-04-23,61,F,427-956-3352,9850 Oak Ave,Centennial,CO,80900,39.579,-104.877
CUST-366,Gil,Benton,1951-11-18,72,F,728-983-6385,2044 19th Street,Boulder,CO,80134,40.015,-105.271
CUST-398,Parker,Schrijvers,1986-06-01,37,M,850-968-0999,6428 Lincoln Rd,Thornton,CO,80300,39.868,-104.972
CUST-497,Santiago,Nedermeyer,1943-03-11,80,M,237-487-1281,7851 Jason Rd,Boulder,CO,80300,40.015,-105.271
CUST-479,Clarence,Miller,1970-01-02,53,F,334-551-4864,5926 Platte Street,Centennial,CO,80920,39.579,-104.877
CUST-102,Karl,Terweij,1967-06-19,56,M,941-357-0399,3556 14th Ave,Colorado Springs,CO,80920,38.834,-104.821
CUST-480,Elna,Garza,1952-09-04,71,F,878-305-5424,9996 Main St,Westminster,CO,80134,39.837,-105.037
CUST-405,Eugene,Ett,1982-03-21,41,M,875-002-6176,1936 14th Ave,Boulder,CO,80173,40.015,-105.271
CUST-051,Herman,Henckes,1961-10-28,62,M,261-710-7486,2225 Oak Ave,Colorado Springs,CO,80000,38.834,-104.821
CUST-110,Johnathon,Huang,2000-12-15,23,M,314-600-7210,3353 12th Street,Pueblo,CO,80134,38.254,-104.609
CUST-353,Rosie,Levine,1974-09-25,49,F,663-526-3832,2038 Oak Ave,Arvada,CO,80134,39.803,-105.087
CUST-006,Alysa,Krom,1960-08-20,63,F,246-327-3127,4469 92nd Ave,Pueblo,CO,80300,38.254,-104.609
CUST-233,Esteban,Jacobs,1945-01-07,78,F,243-101-3274,4807 12th Street,Centennial,CO,80000,39.579,-104.877
CUST-266,Nelson,Ferguson,1979-01-24,44,F,360-572-0464,5392 Main St,Pueblo,CO,80900,38.254,-104.609
CUST-332,Pamella,Chaney,1963-03-16,60,M,609-580-4876,8652 19th Street,Fort Collins,CO,80134,40.585,-105.084
CUST-254,Tyrone,Meerendonk,1965-09-25,58,F,329-329-1264,4312 20th Street,Thornton,CO,80000,39.868,-104.972
CUST-308,Glen,Anderson,1946-04-20,77,M,514-645-2504,1472 Cedar Rd,Aurora,CO,80134,39.729,-104.832
CUST-336,Eusebia,Ochoa,1994-01-28,29,M,621-067-3799,8838 92nd Ave,Pueblo,CO,80134,38.254,-104.609
CUST-163,Harold,Mosley,1948-09-26,75,M,990-609-7655,9950 Platte Street,Fort Collins,CO,80300,40.585,-105.084
CUST-478,Shenita,Fransdr,1963-02-18,60,F,539-820-3318,9318 19th Street,Pueblo,CO,80173,38.254,-104.609
CUST-169,Darrel,Cox,1999-08-27,24,M,902-852-7956,6270 Lincoln Rd,Fort Collins,CO,80900,40.585,-105.084
CUST-346,Todd,Goes,1971-11-21,52,F,642-735-7077,9595 Jason Rd,Westminster,CO,80900,39.837,-105.037
CUST-444,Carmela,Krom,1969-01-13,54,F,574-128-4232,6432 20th Street,Fort Collins,CO,80134,40.585,-105.084
CUST-238,Charley,Simpson,1963-10-27,60,M,259-875-8372,7196 Hollywood Blvd,Centennial,CO,80000,39.579,-104.877
CUST-355,Barrett,Dunlap,1948-06-09,75,F,676-293-6914,3014 Speer Blvd,Thornton,CO,80173,39.868,-104.972
CUST-491,Burton,Mullen,1974-09-09,49,M,232-160-8062,5529 Main St,Westminster,CO,80134,39.837,-105.037
CUST-352,Merlene,Forbes,1985-10-25,38,F,662-701-0954,3876 Main St,Aurora,CO,80000,39.729,-104.832
CUST-390,Whitney,Jarvis,1963-03-30,60,F,816-958-3541,9168 20th Street,Boulder,CO,80134,40.015,-105.271
CUST-084,Marcel,Wijnslagers,1975-03-15,48,M,283-895-2965,3371 Cedar Rd,Centennial,CO,80173,39.579,-104.877
CUST-354,Rodrigo,Skinner,1950-03-10,73,M,670-242-7533,9386 Cedar Rd,Greeley,CO,80134,40.423,-104.709
CUST-039,Debi,Fuller,1971-10-22,52,F,808-123-1577,3799 54th Ave,Arvada,CO,80134,39.803,-105.087
CUST-130,Boyd,Koren,1948-07-12,75,F,921-936-5987,6316 54th Ave,Lakewood,CO,80920,39.705,-105.081
CUST-164,Abdul,Villarreal,1995-01-01,28,F,926-953-2274,6161 19th Street,Westminster,CO,80173,39.837,-105.037
CUST-412,Heike,Amons,1994-03-25,29,M,902-696-3933,9262 Platte Street,Arvada,CO,80000,39.803,-105.087
CUST-312,Dona,Combs,1972-06-03,51,F,520-919-6287,567 19th Street,Greeley,CO,80300,40.423,-104.709
CUST-483,Florine,Steijn,1944-07-05,79,M,878-296-3518,6635 19th Street,Centennial,CO,80300,39.579,-104.877
CUST-385,Dusty,Bridges,1984-01-07,39,M,806-016-6090,9141 Platte Street,Arvada,CO,80134,39.803,-105.087
CUST-270,Elvera,Mcintyre,1962-11-01,61,M,373-581-8110,4390 20th Street,Westminster,CO,80134,39.837,-105.037
CUST-176,Linnea,Lam,1960-09-14,63,F,764-699-5787,5761 54th Ave,Denver,CO,80000,39.739,-104.985
CUST-229,Irish,Saunders,1967-07-20,56,M,231-324-9546,4893 Hollywood Blvd,Boulder,CO,80173,40.015,-105.271
CUST-315,Bryan,Capiteijn,1965-11-07,58,F,534-357-9738,8806 12th Street,Lakewood,CO,80134,39.705,-105.081
CUST-062,Luisa,Bonouvrie,1976-04-28,47,M,636-993-5903,7633 Lincoln Rd,Thornton,CO,80300,39.868,-104.972
CUST-410,Gaylord,Adler,1997-01-04,26,F,887-845-0003,2136 Oak Ave,Westminster,CO,80173,39.837,-105.037
CUST-500,Lettie,Bergacker,1948-06-10,75,M,603-685-0192,3059 Oak Ave,Thornton,CO,80000,39.868,-104.972
CUST-265,Debra,Ball,1959-12-21,64,F,360-457-4842,7501 92nd Ave,Colorado Springs,CO,80173,38.834,-104.821
CUST-328,Len,Koeleman,1946-03-10,77,F,577-517-3990,2962 19th Street,Thornton,CO,80300,39.868,-104.972
CUST-446,Tamesha,Barr,1990-12-31,33,F,748-500-4509,6531 Lincoln Rd,Boulder,CO,80920,40.015,-105.271
CUST-172,Sandy,Wilcox,1987-09-27,36,M,609-084-7266,4702 54th Ave,Westminster,CO,80173,39.837,-105.037
CUST-099,Enoch,Potter,1955-09-16,68,M,440-861-4263,8812 Oak Ave,Boulder,CO,80920,40.015,-105.271
CUST-387,Rayford,Pest,1953-08-28,70,F,811-001-1617,4204 Jason Rd,Arvada,CO,80300,39.803,-105.087
CUST-250,Elijah,Duke,1985-12-16,38,M,311-629-9739,5411 Platte Street,Pueblo,CO,80000,38.254,-104.609
CUST-419,Lenny,Stevens,2003-03-17,20,M,927-097-3588,2224 Lincoln Rd,Thornton,CO,80173,39.868,-104.972
CUST-128,Cathy,Kruissen,1965-03-20,58,F,940-806-4555,4559 Cedar Rd,Centennial,CO,80920,39.579,-104.877
CUST-081,Derek,Ulrich,1987-02-18,36,M,971-072-2158,7727 92nd Ave,Colorado Springs,CO,80173,38.834,-104.821
CUST-218,Jerrold,Schilp,1984-09-08,39,M,760-346-7606,5483 Hollywood Blvd,Colorado Springs,CO,80000,38.834,-104.821
CUST-383,Albina,Lester,1965-09-07,58,M,805-725-8776,9091 Jason Rd,Thornton,CO,80173,39.868,-104.972
CUST-273,Florine,Jansdr,1949-10-08,74,M,385-348-1138,4504 Speer Blvd,Aurora,CO,80000,39.729,-104.832
CUST-298,Stefany,Farrell,1970-02-17,53,M,473-236-8607,7803 20th Street,Denver,CO,80920,39.739,-104.985
CUST-155,Dustin,Verkuijl,1948-04-05,75,F,883-199-6090,4738 12th Street,Westminster,CO,80134,39.837,-105.037
CUST-267,Jon,Meerendonk,2002-05-05,21,F,362-394-4106,4081 Lincoln Rd,Boulder,CO,80173,40.015,-105.271
CUST-309,Maggie,Garcia,1953-08-09,70,F,515-235-1033,7744 Jason Rd,Centennial,CO,80300,39.579,-104.877
CUST-082,Jerrold,Ellis,1980-01-07,43,F,902-689-8426,5423 Cedar Rd,Westminster,CO,80920,39.837,-105.037
CUST-205,Sherwood,Aguirre,2005-07-29,18,M,269-495-7435,764 Hollywood Blvd,Colorado Springs,CO,80000,38.834,-104.821
CUST-210,Ronny,Moreno,1955-11-22,68,M,465-541-3122,887 Main St,Thornton,CO,80900,39.868,-104.972
CUST-437,Quintin,Mcmahon,1966-04-28,57,M,737-508-9543,4372 Speer Blvd,Denver,CO,80134,39.739,-104.985
CUST-231,Tanya,Franco,1947-03-06,76,F,236-457-0140,7324 92nd Ave,Fort Collins,CO,80173,40.585,-105.084
CUST-279,Jeremy,Rivers,1998-03-02,25,F,412-211-3741,3649 Oak Ave,Aurora,CO,80000,39.729,-104.832
CUST-494,Sean,Rijckx,2005-05-17,18,M,917-436-6172,7034 54th Ave,Thornton,CO,80000,39.868,-104.972
CUST-392,Israel,Potter,1953-09-18,70,F,818-803-7898,988 19th Street,Greeley,CO,80729,40.423,-104.709
CUST-325,Hobert,Limmink,1980-10-15,43,M,569-840-0457,8481 Main St,Aurora,CO,80300,39.729,-104.832
